vin,Time,Lon,Lat,Speed,Mileage,SOC
LVCB4L4D3HM002839,5/20/2020 10:15,116.363886,39.844561,44.2,79056.3,67
LVCB4L4D3HM002839,5/20/2020 10:15,116.362433,39.844588,4.7,79056.5,67
LVCB4L4D3HM002839,5/20/2020 10:16,116.3622,39.844566,24,79056.5,67
LVCB4L4D3HM002839,5/20/2020 10:18,116.358765,39.841049,9.5,79057.1,66
LVCB4L4D3HM002839,5/20/2020 10:18,116.359151,39.839828,12.8,79057.3,66
LVCB4L4D3HM002839,5/20/2020 10:19,116.359331,39.840104,1.2,79057.3,66
LVCB4L4D3HM002839,5/20/2020 10:19,116.359328,39.840129,6.6,79057.3,66
LVCB4L4D3HM002839,5/20/2020 10:19,116.359205,39.840199,2.5,79057.3,66
LVCB4L4D3HM002839,5/20/2020 10:19,116.359255,39.840154,0,79057.5,66
LVCB4L4D3HM002839,5/20/2020 10:20,116.359255,39.840154,0,79057.5,66
LVCB4L4D3HM002839,5/20/2020 10:20,116.359255,39.840154,0,79057.5,66
LVCB4L4D3HM002839,5/20/2020 10:22,116.359255,39.840154,NA,NA,66
LVCB4L4D3HM002839,5/20/2020 10:22,116.359255,39.840154,NA,NA,67
